"Item","Part Number","Description","Qty.","Remark"
"23","92000221","Clamp","1",""
"24","92000219","Clamp","1",""
"25","50000112","Nut QC/T 885 M6","2",""
"26","92000220","Support","1",""
"27","00000615","Flat Washer  GB/T 97.1  10","2",""
"28","00000679","Spring Washer  GB/T 93  10","2",""
"29","00000674","Bolt  GB/T 5783  M10 × 20","2",""
"30","00000605","Flat Washer  GB/T 97.1  5","4",""
"31","00000606","Spring Washer  GB/T 93  5","4",""
"32","00002246","Bolt  GB/T 5783  M5 × 12","4",""
"33","50011092","Support","1",""
"34","93000393","Pressure Filter","1",""
"--","00013697","Filter element","1",""
"35","00002583","Flat Washer  GB/T 96.1  6","4",""
"36","00000621","Spring Washer  GB/T 93  6","4",""
"37","00000745","Bolt  GB/T 5783  M6 × 12","4",""
"38","50010557","Cover","1",""
