"Item","Part Number","Description","Qty.","Remark"
"1","92000139","Insert","12",""
"2","92009458","Plug","16",""
"3","92000143","Sliding Block","4",""
"4","92029615","Shim","12",""
"5","92000169","Insert","4",""
"6","50010570","Sliding Block","1",""
"7","50010571","Shim","1",""
"8","00000683","Bolt  GB/T 5783  M10 × 30","8",""
"9","00000679","Spring Washer  GB/T 93  10","12",""
"10","00000615","Flat Washer  GB/T 97.1  10","12",""
"11","00006122","Bolt  GB/T 5786  M12×1.25 × 30","4",""
"12","00000815","Spring Washer  GB/T 93  12","4",""
"13","00000814","Flat Washer  GB/T 97.1  12","4",""
"14","00001052","Bolt  GB/T 5783  M10 × 50","4",""
"15","50011391","Bracket","1",""
"16","92102015","Shim","6",""
"17","50010601","Sliding Block","2",""
