"Item","Part Number","Description","Qty.","Remark"
"21","00001507","Fitting, Straight","1",""
"22","00001506","Fitting, Straight","1",""
"23","50008499","Hose Assembly","1",""
"24","50008558","Hose Assembly","2",""
"25","00010009","Fitting, Straight, Lengthening","4",""
"26","00010008","Fitting, Straight, Lengthening","4",""
"27","50008556","Hose Assembly","4",""
"28","50008553","Hose Assembly","2",""
"29","50008557","Hose Assembly","2",""
"30","93300854","Sensor","3",""
"31","00006016","Fitting, Straight, Pressure gauge","3",""
"32","000001237","Fitting, Tee","8",""
"33","50008555","Hose Assembly","3",""
"34","00002135","Fitting, Straight, Bulkhead","4",""
"35","00001832","Fitting, 90°","4",""
"36","50008552","Hose Assembly","1",""
"37","50008554","Hose Assembly","2",""
"38","92048451","Fitting, Customize","1",""
"39","50008560","Hose Assembly","1",""
"40","50008571","Hose Assembly","1",""
"41","00001769","Fitting, Straight","1",""
"42","50008551","Hose Assembly","1",""
"43","50008561","Hose Assembly","1",""
"44","50008570","Hose Assembly","1",""
