"Item","Part Number","Description","Qty.","Remark"
"1","00001316","Fitting, Straight","3",""
"2","00001237","Fitting, Tee","1",""
"3","50008652","Hose Assembly","1",""
"4","50011189","Hose Assembly","1",""
"5","00002138","Fitting, Straight, Bulkhead","8",""
"6","50010448","Hose Assembly, Tube","2",""
"7","50011183","Hose Assembly","1",""
"8","00001264","Fitting, Straight","2",""
"9","50011184","Hose Assembly","1",""
"10","00001835","Fitting, 90°","5",""
"11","00001506","Fitting, Straight","4",""
"12","50011185","Hose Assembly","1",""
"13","50011186","Hose Assembly","1",""
"14","50006492","Hose Assembly","1",""
"15","00001240","Fitting, Tee","2",""
"16","50008520","Hose Assembly","1",""
"17","00009851","Fitting, Straight, Red","1",""
"18","00005916","Fitting, Tee, Red","1",""
"19","00005633","Fitting, Straight","1",""
"20","00001843","Fitting, 90°","1",""
"21","93000064","Hose Assembly, Tube","1",""
"22","00001753","Fitting, Straight","1",""
"23","00001769","Fitting, Straight","1",""
"24","93300786","Check Valve","1",""
"25","00001844","Fitting, 90°","1",""
"26","50011173","Hose Assembly","1",""
"27","00002148","Fitting, Straight, Bulkhead","2",""
"28","50010450","Hose Assembly, Tube","1",""
"29","50011172","Hose Assembly","1",""
