"Item","Part Number","Description","Qty.","Remark"
"1","93000568","Shim","6",""
"2","00002611","Nut  GB/T 6172.1  M16","5",""
"3","00002463","Bolt  GB/T 5783  M16 × 65","5",""
"4","93300698","Screw Cap","5",""
"5","93300701","Shim","3",""
"6","00002516","Bolt  GB/T 5783  M12 × 65","6",""
"7","93000017","Spring Washer Ф12.4","6",""
"8","93000016","Spring Washer Ф10.2","24",""
"9","00000623","Nut  GB/T 6182  M10","8",""
"10","00000674","Bolt  GB/T 5783  M10 × 20","8",""
"11","00000683","Bolt  GB/T 5783  M10 × 30","8",""
"12","93300697","Hinge","2",""
"13","50010959","Bracket","1",""
"14","93300700","Spring, Gas","2",""
"15","50010969","Seal","1",""
"16","50010805","Turntable Hood (Left Middle)","1",""
"17","00000775","Bolt  GB/T 5783  M6 × 30","4",""
"18","93000014","Spring Washer Ф6.1","9",""
"19","10000481","Lock","1",""
"20","00000745","Bolt  GB/T 5783  M6 × 12","2",""
"21","93300920","Housing","1",""
"22","00000818","Bolt  GB/T 5783  M6 × 16","3",""
"23","50000524","Doorknob","1",""
"24","93000295","Shim","8",""
"25","93303714","Rubber Mounting","2",""
"26","93200373","Seal","1",""
"27","00001163","Nut  GB/T 6182  M8","7",""
"28","00002000","Flat Washer  GB/T 96.1  8","9",""
"29","00000609","Spring Washer  GB/T 93  8","2",""
