"Item","Part Number","Description","Qty.","Remark"
"1","00001316","Fitting, Straight","22",""
"2","92048451","Fitting, Straight","4",""
"3","50008568","Hose Assembly","6",""
"4","00001832","Fitting, 90°","4",""
"5","00001237","Fitting, Tee","2",""
"6","00002135","Fitting, Straight, Bulkhead","4",""
"7","50008652","Hose Assembly","2",""
"8","93000863","Hose Assembly","1",""
"9","93000865","Hose Assembly","1",""
"10","93000864","Hose Assembly","1",""
"11","50008567","Hose Assembly","1",""
"12","00001315","Fitting, Straight","10",""
"13","00004904","Fitting, Straight","1",""
"14","00001835","Fitting, 90°","2",""
"15","00001506","Fitting, Straight","4",""
"16","50008495","Hose Assembly","1",""
"17","50008497","Hose Assembly","1",""
"18","50008496","Hose Assembly","1",""
"19","92048866","Fitting, Customize","4",""
"20","50008565","Hose Assembly","2",""
"21","00007779","Fitting, 45°","8",""
"22","50008564","Hose Assembly","2",""
"23","50008563","Hose Assembly","2",""
"24","50008562","Hose Assembly","2",""
"25","93300854","Sensor","1",""
