"Item","Part Number","Description","Qty.","Remark"
"1","00006424","Screw  GB/T 70  M12 × 130","2",""
"2","00012232","895B-65517 Pin, Pivot","1",""
"3","00001249","Nut  GB/T 6182  M12","2",""
"4","92051388","Shim","2",""
"5","92051390","Shim","2",""
"6","92048436","8813-657560 Sleeve Bearing","2",""
"7","92051386","Shim","4",""
"8","92051387","Shim","4",""
"9","00012230","895-70307 Pin, Pivot","1",""
"10","00000316","Clamp","1",""
"11","92013750","Plate","1",""
"12","00003607","Bolt  GB/T 5783  M8 × 50","1",""
"13","00000609","Spring Washer  GB/T 93  8","1",""
"14","00000608","Flat Washer  GB/T 97.1  8","1",""
"15","00001050","Flat Washer  GB/T 97.1  20","1",""
"16","00002219","Spring Washer  GB/T 93  20","1",""
"17","00002224","Bolt  GB/T 5783  M20 × 50","1",""
"18","00006818","8902-20120 Pin, Lock","1",""
"19","00012231","895-70352 Pin, Pivot","1",""
"20","","Main Lifting Cylinder Assembly (Refer to 
5-6)","1",""
"21","92049165","Support","1",""
"22","00006425","Screw  GB/T 70  M12 × 35","1",""
"23","92000220","Support","1",""
"24","50000112","Nut QC/T 885 M6","2",""
"25","92000219","Clamp","1",""
"26","92000221","Clamp","1",""
"27","00006426","Screw  GB/T 70  M6 × 80","2",""
