"Item","Part Number","Description","Qty.","Remark"
"1","00000615","Flat Washer  GB/T 97.1  10","24",""
"2","00000683","Bolt  GB/T 5783  M10 × 30","6",""
"3","00000623","Nut  GB/T 6182  M10","12",""
"4","92100680","Plate","2",""
"5","92102400","Clamp","1",""
"6","00001040","Bolt  GB/T 5782  M10 × 100","2",""
"7","00000679","Spring Washer  GB/T 93  10","4",""
"8","00001041","Bolt  GB/T 5783  M10 × 40","4",""
"9","50010973","Support","1",""
"10","50010456","Chain","1",""
"11","50010457","Support","1",""
"12","00000608","Flat Washer  GB/T 97.1  8","2",""
"13","00001163","Nut  GB/T 6182  M8","1",""
"14","92102401","Clamp","1",""
"15","92100679","Plate","1",""
"16","00001162","Bolt  GB/T 5782  M8 × 60","1",""
"17","00000620","Flat Washer  GB/T 97.1  6","4",""
"18","00006414","Bolt  GB/T 5782  M6 × 145","2",""
"19","92048339","Roller","2",""
"20","00001033","Nut  GB/T 6182  M6","2",""
"21","00000854","Screw  GB/T 70.3  M12×25","16",""
