"Item","Part Number","Description","Qty.","Remark"
"1","00000615","Flat Washer  GB/T 97.1  10","24",""
"2","00000683","Bolt  GB/T 5783  M10 × 30","6",""
"3","00000623","Nut  GB/T 6182  M10","12",""
"4","92100680","Plate","2",""
"5","92102400","Clamp","1",""
"6","00001040","Bolt  GB/T 5782  M10 × 100","2",""
"7","50011384","Chain","1","BA41RT"
"","50011562","Chain","1","BA36RT"
"8","50011385","Support","1","BA41RT"
"","50011563","Support","1","BA36RT"
"9","00000679","Spring Washer  GB/T 93  10","4",""
"10","00001041","Bolt  GB/T 5783  M10 × 40","4",""
"11","00000608","Flat Washer  GB/T 97.1  8","2",""
"12","00001162","Bolt  GB/T 5782  M8 × 60","1",""
"13","92100679","Plate","1",""
"14","92102401","Clamp","1",""
"15","00001163","Nut  GB/T 6182  M8","1",""
"16","00000620","Flat Washer  GB/T 97.1  6","4",""
"17","00006414","Bolt  GB/T 5782  M6 × 145","2",""
"18","92048339","Roller","2",""
"19","00001033","Nut  GB/T 6182  M6","2",""
"20","50011382","Support","1",""
"21","00000854","Screw  GB/T 70.3  M12×25","8",""
"22","00000853","Screw  GB/T 70.3  M12×20","2",""
