"Item","Part Number","Description","Qty.","Remark"
"1","09630240","Decal, Label-BA44RT","1","BA44RT"
"","09630241","Decal, Label-BA41RT","1","BA41RT"
"","09630242","Decal, Label-BA36RT","1","BA36RT"
"2","09410118","Decal, Symbols-Hand crushing hazard","6",""
"3","09410117","Decal, Symbols-Crushing hazard","2",""
"4","09920017","Decal, Label-44m","2","BA44RT"
"","09920018","Decal, Label-41m","2","BA41RT"
"","09920023","Decal, Label-36m","2","BA36RT"
"5","09620027","Decal, Label-BA44RT","2","BA44RT"
"","09620028","Decal, Label-BA44RT","2","BA41RT"
"","09620029","Decal, Label-BA44RT","2","BA36RT"
"6","09310251","Decal, Instructions-Black arrow forward","3",""
"7","09410186","Decal, Symbols-High temperature","3",""
"8","09310690","Decal, Instructions-Noise 111dB","1",""
"9","09310370","Decal, Instructions-Engine","1",""
"10","09410279","Decal, Danger-It is forbidden to store 
anything in the cabin.","2",""
"11","09410228","Decal, Symbols-Electrocution hazard","2",""
"12","09310253","Decal, Instructions-Diesel","2",""
"13","09430049","Decal, Danger-Do not lifting","2",""
"14","09410151","Decal, Warning-Emergency system 
overriding","1",""
"15","09340026","Decal, Symbols-Refer the operator to the 
instructions for use","2",""
"16","09120019","Decal, Ground control panel","1",""
"17","09320022","Decal, Instructions-Work area","1","BA44RT"
"","09320023","Decal, Instructions-Work area","1","BA41RT"
"","09320024","Decal, Instructions-Work area","1","BA36RT"
"18","09310250","Decal, Instructions-White arrow reverse","3",""
"19","09410242","Decal, Symbols-Slope rating","1",""
