"Item","Part Number","Description","Qty.","Remark"
"1","00002059","Bolt  GB/T 5783  M12 × 30","1",""
"2","93000017","Spring Washer Ф12.4","1",""
"3","00002464","8902-12085 Pin, Lock","1",""
"4","00010246","895-40235 Pin, Pivot","1",""
"5","00000830","Screw  GB/T 70.3  M6×16","16",""
"6","50011741","Cover","4",""
"7","50011740","Pin, Pivot","1",""
"8","50011739","Pin, Pivot","1",""
"9","93300128","8813-404540 Sleeve Bearing","6",""
"10","50011067","Linkage","1",""
"11","50011005","Linkage","1",""
