"Item","Part Number","Description","Qty.","Remark"
"1","00001776","Fitting, Straight","4",""
"2","00001835","Fitting, 90°","7",""
"3","00001006","Fitting, Customize","4",""
"4","00002073","Fitting, Straight","4",""
"5","00001841","Fitting, 90°","8",""
"6","50008569","Hose Assembly","2",""
"7","00001240","Fitting, Tee","3",""
"8","00002138","Fitting, Straight, Bulkhead","2",""
"9","50008559","Hose Assembly","2",""
"10","00009833","Fitting, Flang","8",""
"--","00008672","SAE Flange Fitting FS-12","8",""
"--","93305786","Spring Washer Ф10.2","32",""
"--","00002238","Screw  GB/T 70  M10 × 35","32",""
"11","50008500","Hose Assembly","1",""
"12","50008492","Hose Assembly","1",""
"--","00008672","SAE Flange Fitting FS-12","2",""
"--","93305786","Spring Washer Ф10.2","8",""
"--","00002238","Screw  GB/T 70  M10 × 35","8",""
"13","50008493","Hose Assembly","1",""
"--","00008672","SAE Flange Fitting FS-12","2",""
"--","93305786","Spring Washer Ф10.2","8",""
"--","00002238","Screw  GB/T 70  M10 × 35","8",""
"14","50008494","Hose Assembly","1",""
"15","00001264","Fitting, Straight","1",""
"16","00001271","Fitting, Straight","3",""
"17","50008498","Hose Assembly","1",""
"18","00005926","Fitting, Straight,Red","1",""
"19","00002121","Fitting, Tee","1",""
"20","00001747","Fitting, Straight","2",""
