"Item","Part Number","Description","Qty.","Remark"
"1","93000626","Bracket","1",""
"2","90031461","Filter Cartridge","1",""
"3","90031459","Safety Cartridge","1",""
"4","90029290","Complete Air Filter","1",""
"5","90007001","Clamp","1",""
"6","93000401","Hose","1",""
"7","90015693","Clamp","2",""
"8","93000515","Connecting Pipe","1",""
"9","00006809","Air Filter Sensor","1",""
"10","50000112","Nut QC/T 885 M6","4",""
"11","00000623","Nut  GB/T 6182  M10","4",""
"12","93000016","Spring Washer Ф10.2","8",""
"13","93000015","Spring Washer Ф8.2","2",""
"14","00001063","Bolt  GB/T 5783  M8 × 16","2",""
"15","00000684","Bolt  GB/T 5783  M10 × 35","4",""
"16","00000818","Bolt  GB/T 5783  M6 × 16","4",""
"17","00002583","Flat Washer  GB/T 96.1  6","4",""
