"Item","Part Number","Description","Qty.","Remark"
"1","00006121","Bolt  GB/T 5786  M12×1.25 × 25","4",""
"2","00000815","Spring Washer  GB/T 93  12","8",""
"3","00000814","Flat Washer  GB/T 97.1  12","8",""
"4","92000126","Shim","6",""
"5","50010480","Sliding Block","2",""
"6","92000169","Insert","8",""
"7","92009458","Plug","16",""
"8","92000139","Insert","8",""
"9","92000141","Sliding Block","4",""
"10","92029615","Shim","12",""
"11","00000678","Bolt  GB/T 5783  M10 × 25","8",""
"12","00000679","Spring Washer  GB/T 93  10","8",""
"13","00000615","Flat Washer  GB/T 97.1  10","8",""
"14","50010482","Sliding Block","2",""
"15","92000111","Shim","6",""
"16","00005011","Bolt  GB/T 5786  M12×1.5 × 40","4",""
"17","00000830","Screw  GB/T 70.3  M6×16","8",""
"18","50010515","Cover","2",""
"19","00000876","Screw  GB/T 70  M6 × 16","4",""
"20","00000621","Spring Washer  GB/T 93  6","4",""
"21","00000620","Flat Washer  GB/T 97.1  6","4",""
"22","50010605","Cover","1",""
