"Item","Part Number","Description","Qty.","Remark"
"1","00012544","Tie-Rod","3",""
"2","00011581","Cover","1",""
"3","00012541","Work Unit, Main Boom Lifting","1",""
"4","00011574","Work Unit, Main Boom Telescope","3",""
"5","00011516","Inlet Unit","1",""
"6","00011517","Work Unit, Jib Lifting","2",""
"7","00011514","Cover","1",""
"8","00011543","Tie-Rod","1",""
"9","00011545","Lock-Washer","1",""
"10","00011544","Nut","1",""
"11","00011542","Tie-Rod","2",""
"12","00011547","Lock-Washer","5",""
"13","00011546","Nut","5",""
"14","00011571","Seal","3",""
"15","00011568","Plug, Orifice","1",""
"16","00011497","Cartridge, Solenoid Valve","1",""
"17","00011502","Coil","1",""
"18","00011567","Cartridge, Relief Valve","1",""
"19","00011569","Seal","4",""
"20","00011522","Nut","4",""
"21","00011503","Coil","4",""
"22","00011500","Cartridge, Proportional Valve","4",""
"23","00011537","Seal","5",""
"24","00011570","Seal","4",""
"25","00011572","Seal","4",""
"26","00012783","Coil","8",""
