"Item","Part Number","Description","Qty.","Remark"
"1","00001051","Nut  GB/T 6182  M20","3",""
"2","00001050","Flat Washer  GB/T 97.1  20","6",""
"3","00009822","Bolt  GB/T 5786  M16×1.5 × 50","8",""
"4","00001102","Flat Washer 16 JB/ZQ 4080-2006","8",""
"5","93300950","Spacer","2",""
"6","00004486","Bolt  GB/T 5782  M20 × 160","1",""
"7","93000253","Load Sensor","1",""
"8","93300937","Spacer","2",""
"9","93200129","Support","1",""
"10","00009823","Bolt  GB/T 5782  M20 × 240","2",""
"11","93000291","Clamp","5",""
"12","00000876","Screw  GB/T 70  M6 × 16","5",""
"13","93000014","Spring Washer Ф6.1","5",""
"14","00000613","Nut  GB/T 6182  M5","4",""
"15","93000013","Spring Washer Ф5.1","6",""
"16","93300022","Ultrasonic Sensor","1",""
"17","00009824","Bolt  GB/T 5783  M5 × 65","4",""
"18","93000614","Housing","1",""
