"Item","Part Number","Description","Qty.","Remark"
"1","00001501","Fitting, Straight","2",""
"2","00001834","Fitting, 90°","2",""
"3","50011181","Hose Assembly","1",""
"4","50011182","Hose Assembly","1",""
"5","00002137","Fitting, Straight, Bulkhead","2",""
"6","50010447","Hose Assembly, Tube","1",""
"7","50011180","Hose Assembly","1",""
"8","00001773","Fitting, Straight","1",""
"9","00006556","Fitting, Straight","1",""
"10","00001266","Fitting, Straight","2",""
"11","50011208","Hose Assembly","1",""
"12","00003088","Fitting, Straight","1",""
"13","00001504","Fitting, Straight","2",""
"14","00001239","Fitting, Tee","1",""
"15","00006018","Fitting, Pressure Gauge Connector","1",""
"16","93300854","Sensor, Pressure Gauge","1",""
"17","50011209","Hose Assembly","1",""
"18","00002138","Fitting, Straight, Bulkhead","5",""
"19","50011215","Hose Assembly","1","BA44RT 
BA41RT"
"","50011804","Hose Assembly","1","BA36RT"
"20","50011216","Hose Assembly","1","BA44RT 
BA41RT"
"","50011805","Hose Assembly","1","BA36RT"
"21","00002071","Fitting, Straight","1",""
"22","50011195","Hose Assembly","1",""
"23","00003870","Fitting, 90°, Bulkhead","2",""
"24","00001835","Fitting, 90°","2",""
"25","50010875","Hose Assembly, Tube","1","BA44RT 
BA41RT"
