"Item","Part Number","Description","Qty.","Remark"
"1","00001103","Flat Washer 20 JB/ZQ 4080-2006","2",""
"2","00002734","Bolt  GB/T 5783  M20 × 55","2",""
"3","00001161","Bolt  GB/T 5783  M16 × 40","6",""
"4","93305316","Spring Washer Ф16.4","8",""
"5","00000223","8902-16120 Pin, Lock","4",""
"6","93301069","Pin","2",""
"7","93000598","Washer, Thrust","6",""
"8","93000597","Washer, Thrust","8",""
"9","93300423","8813-606560 Sleeve Bearing","8",""
"10","93000837","Pin","2",""
"11","93000600","Washer, Thrust","8",""
"12","93300021","Angle Sensor","4",""
"13","00001054","Screw  GB/T 70  M4 × 12","8",""
"14","93301070","Pin","2",""
"15","00009115","Bolt  GB/T 5783  M16 × 35","2",""
"16","00000224","8902-16150 Pin, Lock","2",""
"17","93200546","Parallel Guider","2",""
"18","93000391","Cover","4",""
"19","00000816","Bolt  GB/T 5783  M12 × 25","2",""
"20","93000017","Spring Washer Ф12.4","4",""
"21","93300431","Cover","2",""
"22","93000596","Washer, Thrust","4",""
"23","93000160","Pin","2",""
"24","00002464","8902-12085 Pin, Lock","2",""
"25","00002046","Bolt  GB/T 5783  M12 × 35","2",""
"26","93301090","Pin","2",""
"27","00000222","8902-16095 Pin, Lock","2",""
"28","93301082","Pin","2",""
"29","93000595","Washer, Thrust","8",""
