"Item","Part Number","Description","Qty.","Remark"
"1","00001028","Flat Washer  GB/T 96.1  10","4",""
"2","93000016","Spring Washer Ф10.2","8",""
"3","00000674","Bolt  GB/T 5783  M10 × 20","8",""
"4","00001103","Flat Washer 20 JB/ZQ 4080-2006","50",""
"5","00003875","Bolt  GB/T 5783  M20 × 80","40",""
"6","00006443","Bolt  GB/T 5783  M20 × 60","10",""
"7","00002510","Nut  GB/T 6170  M16","2",""
"8","00008732","Bolt  GB/T 5783  M16 × 75","2",""
"9","93300059","Angle Sensor","1",""
"10","00006642","Proximity Switch","1",""
"11","93300728","Bracket, Switch","1",""
"12","93300272","Pin","1",""
"13","93300273","Rod","1",""
"14","50001281","Handle","1",""
"15","00007754","Flat Washer  GB/T 97.1  3","1",""
"16","00007755","Spring Washer  GB/T 93  3","1",""
"17","00007756","Screw  GB/T 70  M3 × 10","1",""
"18","93305247","Spring Washer Ф4.1","4",""
"19","00001054","Screw  GB/T 70  M4 × 12","4",""
"20","93300727","Gear","1",""
"21","93300726","Bracket","1",""
"22","00006823","Gearmotor","2",""
"--","00008952","Motor Assembly","1",""
"--","00008950","Valve Block","1",""
"23","93300922","Pin","2",""
