"Item","Part Number","Description","Qty.","Remark"
"51","00001114","Plug","1",""
"52","50011179","Hose Assembly","1",""
"53","50010448","Hose Assembly, Tube","2",""
"54","50011178","Hose Assembly","1",""
"55","00001776","Fitting, Straight","3",""
"56","00001506","Fitting, Straight","1",""
"57","50011187","Hose Assembly","1",""
"58","50011701","Hose Assembly","1",""
"59","50011170","Hose Assembly","1",""
"--","00006588","SAE Flange Fitting FL-24","1",""
"--","93305787","Spring Washer Ф12.4","4",""
"--","00006425","Screw  GB/T 70  M12 × 35","4",""
"60","00002139","Fitting, Straight, Bulkhead","2",""
"61","50010449","Hose Assembly, Tube","1",""
"62","50011171","Hose Assembly","1",""
"63","00010726","Fitting, Straight","2",""
"64","93200061","Valve, Ball","1",""
"65","00005621","Fitting, Straight","1",""
"66","00005619","Fitting, Straight","1",""
"67","00010725","Fitting, Straight","2",""
"68","93200060","Valve, Ball","1",""
"69","50011177","Hose Assembly","1",""
"70","00002142","Fitting, Straight, Bulkhead","2",""
"71","50010451","Hose Assembly, Tube","1",""
"72","50011176","Hose Assembly","1",""
"73","00002071","Fitting, Straight","1",""
"74","00001266","Fitting, Straight","1",""
"75","50011702","Hose Assembly","1",""
"76","00001261","Fitting, Straight","1",""
